datetime,open,high,low,close,volume,date
2021-01-01 09:15:00,31297.3,31384.35,31243.6,31338.9,0,
2021-01-01 10:15:00,31338.8,31342.0,31266.65,31292.55,0,
2021-01-01 11:15:00,31291.6,31323.95,31221.7,31276.95,0,
2021-01-01 12:15:00,31277.0,31346.95,31267.9,31273.8,0,
2021-01-01 13:15:00,31271.65,31316.65,31205.0,31307.05,0,
2021-01-01 14:15:00,31305.85,31320.6,31208.95,31227.05,0,
2021-01-01 15:15:00,31229.45,31269.95,31188.25,31225.85,0,
2021-01-04 09:15:00,31485.15,31489.6,31352.95,31426.45,0,
2021-01-04 10:15:00,31431.05,31464.5,30893.65,31100.95,0,
2021-01-04 11:15:00,31103.05,31227.25,31050.8,31144.75,0,
2021-01-04 12:15:00,31150.85,31233.9,31105.15,31179.1,0,
2021-01-04 13:15:00,31175.45,31257.35,31074.55,31135.15,0,
2021-01-04 14:15:00,31139.45,31227.35,31034.25,31189.95,0,
2021-01-04 15:15:00,31188.75,31277.2,31181.55,31212.45,0,
2021-01-05 09:15:00,31041.1,31191.8,30935.55,31088.35,0,
2021-01-05 10:15:00,31085.55,31350.3,31050.2,31324.45,0,
2021-01-05 11:15:00,31323.25,31390.45,31291.6,31346.55,0,
2021-01-05 12:15:00,31348.85,31434.6,31325.85,31335.7,0,
2021-01-05 13:15:00,31336.65,31635.75,31268.75,31623.6,0,
2021-01-05 14:15:00,31620.8,31754.75,31562.8,31721.95,0,
2021-01-05 15:15:00,31723.35,31767.65,31682.1,31722.25,0,
2021-01-06 09:15:00,31839.95,31909.75,31748.15,31823.85,0,
2021-01-06 10:15:00,31826.9,31877.05,31747.15,31867.45,0,
2021-01-06 11:15:00,31869.75,31873.85,31788.4,31863.8,0,
2021-01-06 12:15:00,31860.95,31982.3,31847.25,31905.55,0,
2021-01-06 13:15:00,31904.8,31974.85,31548.15,31641.5,0,
2021-01-06 14:15:00,31635.15,31865.6,31601.2,31808.2,0,
2021-01-06 15:15:00,31806.35,31839.1,31711.5,31797.9,0,
2021-01-07 09:15:00,32129.8,32147.8,31965.1,31995.75,0,
2021-01-07 10:15:00,31994.35,32050.35,31950.9,32034.35,0,
2021-01-07 11:15:00,32032.35,32078.3,32007.7,32067.05,0,
2021-01-07 12:15:00,32065.65,32177.4,32044.5,32163.8,0,
2021-01-07 13:15:00,32160.1,32164.1,31992.6,32113.25,0,
2021-01-07 14:15:00,32117.8,32133.45,31911.5,31953.1,0,
2021-01-07 15:15:00,31956.25,31989.65,31920.6,31956.0,0,
2021-01-08 09:15:00,32298.05,32298.05,32070.5,32189.5,0,
2021-01-08 10:15:00,32188.5,32221.15,32115.4,32138.1,0,
2021-01-08 11:15:00,32136.9,32201.7,32087.1,32141.45,0,
2021-01-08 12:15:00,32143.1,32194.65,32099.8,32137.8,0,
2021-01-08 13:15:00,32134.25,32156.75,32002.95,32087.0,0,
2021-01-08 14:15:00,32084.6,32166.25,32010.05,32088.65,0,
2021-01-08 15:15:00,32089.75,32123.35,32062.45,32084.2,0,
2021-01-11 09:15:00,32280.3,32288.45,31982.6,32053.4,0,
2021-01-11 10:15:00,32057.25,32057.25,31836.95,31923.4,0,
2021-01-11 11:15:00,31922.65,32053.3,31842.05,32016.9,0,
2021-01-11 12:15:00,32018.5,32057.5,31913.55,31985.95,0,
2021-01-11 13:15:00,31982.35,32074.4,31900.15,31943.7,0,
2021-01-11 14:15:00,31946.0,32044.25,31899.6,31995.15,0,
2021-01-11 15:15:00,31996.8,32047.2,31982.8,31998.9,0,
2021-01-12 09:15:00,31835.05,31941.45,31725.85,31844.55,0,
2021-01-12 10:15:00,31842.85,31923.0,31816.3,31904.9,0,
2021-01-12 11:15:00,31905.65,32148.5,31874.9,32118.75,0,
2021-01-12 12:15:00,32120.85,32368.5,32119.2,32320.55,0,
2021-01-12 13:15:00,32318.5,32348.65,32246.95,32322.65,0,
2021-01-12 14:15:00,32319.85,32397.95,32246.2,32347.7,0,
2021-01-12 15:15:00,32347.35,32353.85,32284.25,32339.0,0,
2021-01-13 09:15:00,32546.6,32683.5,32413.6,32608.4,0,
2021-01-13 10:15:00,32602.65,32607.0,32433.15,32514.2,0,
2021-01-13 11:15:00,32513.45,32543.7,32287.05,32436.0,0,
2021-01-13 12:15:00,32436.8,32522.35,32394.55,32411.9,0,
2021-01-13 13:15:00,32414.7,32497.3,32148.25,32329.0,0,
2021-01-13 14:15:00,32328.95,32629.4,32283.2,32602.65,0,
2021-01-13 15:15:00,32602.5,32609.05,32502.7,32574.65,0,
2021-01-14 09:15:00,32526.7,32718.95,32526.15,32568.85,0,
2021-01-14 10:15:00,32571.8,32626.2,32478.95,32607.1,0,
2021-01-14 11:15:00,32605.5,32658.9,32577.5,32631.35,0,
2021-01-14 12:15:00,32633.5,32660.15,32556.05,32600.75,0,
2021-01-14 13:15:00,32602.0,32604.35,32517.35,32535.05,0,
2021-01-14 14:15:00,32534.4,32554.7,32442.35,32497.0,0,
2021-01-14 15:15:00,32497.65,32582.3,32490.15,32519.75,0,
2021-01-15 09:15:00,32508.9,32544.8,32194.05,32317.4,0,
2021-01-15 10:15:00,32320.3,32344.7,32156.8,32220.55,0,
2021-01-15 11:15:00,32221.75,32294.15,32088.75,32294.15,0,
2021-01-15 12:15:00,32284.45,32421.2,32253.55,32317.65,0,
2021-01-15 13:15:00,32317.0,32378.5,32120.5,32153.2,0,
2021-01-15 14:15:00,32156.6,32267.2,32044.35,32235.25,0,
2021-01-15 15:15:00,32234.55,32287.45,32232.3,32246.8,0,
2021-01-18 09:15:00,32275.15,32441.5,32117.4,32240.5,0,
2021-01-18 10:15:00,32239.75,32272.8,32067.0,32165.05,0,
2021-01-18 11:15:00,32162.7,32192.75,31851.05,31931.85,0,
2021-01-18 12:15:00,31931.7,31996.0,31809.25,31894.8,0,
2021-01-18 13:15:00,31897.7,32163.05,31837.3,32155.9,0,
2021-01-18 14:15:00,32155.55,32171.3,31812.5,31824.65,0,
